SampleID	CPER_001-M-20131024
Abies	1
Abiotrophia	334
Acanthamoeba	98
Acanthocardia	2
Acanthocheilonema	1
Acanthosaura	1
Acanthoscurria	1
Acaryochloris	7925
Acaulospora	1
Acetabularia	3
Acetivibrio	1307
Acetobacter	4218
Acetobacterium	13
Acetohalobium	2202
Achlya	2
Acholeplasma	288
Achromobacter	15975
Acidaminococcus	1308
Acidianus	3
Acidilobus	269
Acidimicrobium	12388
Acidiphilium	22045
Acidithiobacillus	7180
Acidithiomicrobium	6
Acidobacterium	65852
Acidocella	3
Acidomonas	2
Acidothermus	27812
Acidovorax	24264
Aciduliprofundum	605
Acinetobacter	8262
Acipenser	2
Acorus	1
Acraga	1
Acrasis	2
Acremonium	4
Acrobeloides	11
Acropora	2
Acrospermum	55
Acrostalagmus	1
Actaea	1
Actinidia	10
Actinoallomurus	15
Actinobacillus	1999
Actinobaculum	7
Actinocorallia	3
Actinokineospora	2
Actinomadura	255
Actinomyces	7423
Actinoplanes	622
Actinopolyspora	18
Actinospica	1
Actinosynnema	29684
Actinotalea	1
Acyrthosiphon	205
Acytostelium	1
Adenocystis	10
Adiantum	17
Adineta	172
Advenella	9
Aedes	669
Aegilops	5
Aeribacillus	2
Aerococcus	324
Aeromicrobium	5735
Aeromonas	5602
Aeropyrum	1195
Aethionema	1
Afifella	24
Afipia	8434
Afrothismia	2
Agaricus	4
Aggregatibacter	686
Agrobacterium	27884
Agrococcus	10
Agrocybe	2
Agromyces	21
Agrostis	1
Agrotis	1
Ahrensia	3151
Aigialus	11
Ailuropoda	232
Aiptasia	2
Ajellomyces	507
Akkermansia	5428
Alaria	1
Albidiferax	11597
Albinaria	5
Albugo	1
Alcaligenes	159
Alcanivorax	5409
Alchisme	1
Alcyonium	1
Alexandrium	2
Algoriphagus	8782
Alicycliphilus	4566
Alicyclobacillus	9343
Aliivibrio	1722
Alistipes	2338
Alkalilimnicola	12297
Alkalimonas	14
Alkaliphilus	6267
Alligator	1
Allium	1
Allochromatium	6318
Allogromia	1
Allomyces	21
Alnus	10
Alphabaculovirus	8
Alphalipothrixvirus	2
Alternaria	24
Alteromonas	3723
Alyculus	1
Alyssum	1
Amaranthus	2
Amblyodon	44
Amblyomma	1
Amborella	1
Ambrosia	2
Ambrosiella	19
Ambystoma	2
Amia	1
Aminobacter	26
Aminobacterium	1406
Aminomonas	1521
Ammonifex	4958
Amoeba	3
Ampelomyces	1
Amphidinium	5
Amphiglossus	1
Amphimedon	132
Amphisbaena	3
Amphiura	1
Amycolatopsis	42160
Anabaena	20876
Anaerobacillus	3
Anaerobaculum	2260
Anaerobranca	3
Anaerococcus	919
Anaerofustis	335
Anaerolinea	7877
Anaeromyxobacter	70593
Anaerostipes	546
Anaerotruncus	1119
Ananas	4
Anaplasma	971
Anas	4
Ancylobacter	5
Ancylostoma	1
Anderseniella	1
Aneura	2
Aneurinibacillus	70
Angiopteris	6
Anguilla	5
Anguina	15
Anguis	1
Anncaliia	1
Annona	1
Anomodon	3
Anomopus	24
Anopheles	967
Anoplopoma	8
Anoxybacillus	2825
Anser	5
Anterhynchium	1
Anthoceros	24
Anthocidaris	1
Anthopleura	3
Anthriscus	2
Antigonia	1
Antipaluria	2
Antirrhinum	7
Antonospora	4
Apamea	1
Apha	1
Aphanius	1
Aphanizomenon	44
Aphanothece	15
Aphelenchoides	24
Aphelenchus	3
Aphelia	1
Aphodius	1
Aphrocallistes	1
Apis	331
Aplysia	3
Aplysina	3
Apostichopus	1
Apriona	1
Apteryx	3
Aquabacterium	15
Aquamicrobium	4
Aquaspirillum	1
Aquifex	5054
Aquincola	2
Arabidopsis	4449
Arabis	1
Arachis	8
Araucaria	1
Arbutus	1
Arcanobacterium	786
Archaeoglobus	2817
Arcobacter	1259
Arenibacter	1
Arenicola	2
Argemone	1
Argiope	2
Arhodomonas	1
Arianta	1
Aristolochia	146
Armigeres	1
Armillaria	3
Armillifer	1
Aromatoleum	15569
Arsenophonus	169
Artemia	7
Artemisia	2
Arthrobacter	37596
Arthroderma	355
Arthrospira	5365
Arundinaria	1
Asaia	81
Ascaris	1
Ascidia	2
Ascobolus	5
Ascophyllum	3
Ascoseira	1
Asfivirus	2
Asparagus	8
Aspergillus	4436
Asplenium	1
Asterivora	1
Asteroschema	1
Asticcacaulis	6101
Astropecten	1
Atelerix	1
Atopobium	1573
Atriplex	1
Atropa	2
Aucuba	1
Aurantimonas	12789
Aurelia	1
Aureobasidium	3
Aureococcus	599
Autographa	1
Avena	1
Avibacterium	3
Avipoxvirus	1
Azoarcus	12803
Azohydromonas	8
Azomonas	2
Azorhizobium	19643
Azorhizophilus	1
Azospirillum	28942
Azotobacter	8140
Babesia	43
Baccalaureus	8
Bacillus	65673
Bacteriovorax	1950
Bacteroides	27566
