SampleID	CPER_001-M-20130701
Abacion	1
Abies	3
Abiotrophia	316
Acanthamoeba	55
Acanthascus	1
Acanthocyclops	2
Acarteroptera	1
Acaryochloris	6829
Acaulospora	1
Acetabularia	5
Acetes	1
Acetitomaculum	1
Acetivibrio	1169
Acetobacter	2301
Acetobacterium	2
Acetohalobium	1775
Achnanthes	1
Acholeplasma	257
Achromobacter	14897
Acidaminococcus	1626
Acidianus	5
Acidilobus	264
Acidimicrobium	9121
Acidiphilium	11678
Acidithiobacillus	4920
Acidithiomicrobium	12
Acidobacterium	44795
Acidothermus	25346
Acidovorax	23148
Aciduliprofundum	530
Acinetobacter	5173
Acorus	1
Acrasis	1
Acremonium	1
Actaea	1
Actinidia	5
Actinoallomurus	2
Actinobacillus	1407
Actinobaculum	5
Actinocorallia	7
Actinokineospora	1
Actinomadura	138
Actinomyces	5883
Actinoplanes	599
Actinopolyspora	1
Actinosphaerium	1
Actinospica	1
Actinosynnema	25338
Actinotalea	1
Acyrthosiphon	159
Adiantum	17
Adineta	37
Advenella	4
Aedes	567
Aegilops	8
Aeribacillus	3
Aerococcus	262
Aeromicrobium	7862
Aeromonas	3498
Aeropyrum	398
Afifella	11
Afipia	8207
Agaricus	9
Agastache	1
Agathis	1
Aggregatibacter	461
Aglaothamnion	1
Agrobacterium	20191
Agrococcus	1
Agromyces	23
Agrostis	2
Agrotis	1
Ahrensia	1940
Aigialus	1
Ailuropoda	204
Aiteng	1
Ajellomyces	316
Ajuga	1
Akashiwo	1
Akkermansia	6021
Albidiferax	10432
Alcaligenes	126
Alcanivorax	3823
Alcolapia	1
Alexandrium	3
Algoriphagus	4744
Alicycliphilus	4244
Alicyclobacillus	6407
Aliivibrio	708
Alistipes	1559
Alkalilimnicola	6450
Alkalimonas	4
Alkaliphilus	4927
Allium	1
Allochromatium	4137
Allomyces	11
Alloxytropus	1
Alnus	6
Alphabaculovirus	2
Alphalipothrixvirus	3
Alpinia	1
Alsophila	1
Alternanthera	1
Alternaria	1
Alteromonas	2088
Alvinella	1
Amalda	1
Amaranthus	1
Amathuxidia	1
Amblyomma	3
Amborella	1
Ambystoma	2
Amia	1
Aminobacter	17
Aminobacterium	1212
Aminomonas	1161
Ammi	1
Ammonifex	4389
Ammopiptanthus	5
Amoeba	1
Amphibacillus	1
Amphicaryon	1
Amphidinium	2
Amphipyra	1
Amycolatopsis	34079
Amylomyces	2
Anabaena	19803
Anaerobaculum	1868
Anaerobranca	2
Anaerococcus	681
Anaerofustis	323
Anaerolinea	9555
Anaeromyxobacter	68953
Anaeroplasma	1
Anaerostipes	354
Anaerotruncus	907
Ananas	1
Anaplasma	618
Anas	11
Ancistrotermes	1
Ancylobacter	14
Anderseniella	3
Andrographis	1
Anemonia	1
Aneura	4
Aneurinibacillus	26
Angiopteris	7
Anguilla	2
Anomodon	3
Anopheles	695
Anoplopoma	8
Anoxybacillus	2813
Anser	5
Antheraea	2
Anthoceros	12
Anthriscus	1
Antipaluria	1
Antirrhinum	8
Antonospora	1
Apalocnemis	1
Aphanarthrum	1
Aphanius	1
Aphanizomenon	32
Aphanocladium	1
Aphanomyces	1
Aphanothece	7
Aphelandra	1
Aphelia	2
Apiospora	2
Apis	258
Aplysia	5
Apophysomyces	1
Apostichopus	1
Apriona	1
Apteryx	2
Apusomonas	1
Aquabacterium	13
Aquamicrobium	2
Aquaspirillum	1
Aquifex	4766
Aquincola	2
Arabidopsis	2930
Arachis	5
Arachnomyces	1
Aralia	1
Araneus	1
Arcanobacterium	671
Archaeoglobus	2388
Archegozetes	1
Arcobacter	963
Arenibacter	1
Arianta	1
Aristida	1
Armillifer	1
Armoracia	1
Aromatoleum	12209
Arsenophonus	118
Artemia	4
Artemisia	2
Arthrinium	2
Arthrobacter	39191
Arthroderma	300
Arthrospira	4340
Asaia	6
Ascaris	8
Aschersonia	1
Ascophyllum	2
Asfivirus	10
Asparagus	2
Aspergillus	3662
Asplenium	1
Asterias	1
Asticcacaulis	3693
Atelerix	1
Athalia	1
Atopobium	1229
Atrina	1
Atriplex	3
Atropa	1
Aucuba	2
Aurantimonas	7969
Aurelia	2
Aureobasidium	2
Aureoboletus	1
Aureococcus	1
Avena	1
Aviadenovirus	1
Avibacterium	4
Avipoxvirus	1
Axinella	1
Azoarcus	11454
Azohydromonas	11
Azorhizobium	16785
Azospirillum	16617
Azotobacter	5811
Babesia	41
Bacillus	61634
Bacteriovorax	1571
Bacteroides	17470
Bactrocera	1
Balnearium	1
Bambusa	3
Barbarea	2
Bartonella	2635
Basfia	543
Bathymodiolus	1
Bathysiphon	1
Batrachovirus	1
Bdellovibrio	5869
Beccariophoenix	1
Beggiatoa	3205
Beijerinckia	6478
Benedenia	1
Berberidopsis	1
Bergeriella	2
Bergeyella	4
Bermanella	607
Beta	13
Betabaculovirus	3
Betula	1
Beutenbergia	11193
Bibersteinia	26
Bienertia	1
Bifidobacterium	4415
Bigelowiella	14
Bilophila	930
Biomphalaria	1
Bionectria	1
Bisgaardia	1
Bispora	1
Bisporella	1
Blakeslea	1
Blastobotrys	2
Blastochloris	77
Blastocladiella	2
Blastocystis	89
Blastophysa	1
Blastopirellula	29385
Blattabacterium	238
Blattella	1
Blautia	1443
